p0,L0,popt,Lopt
0.01,2212.3816683445834,1.0000615645612445,970.4516055066733
0.010592537251772886,2189.5413477894003,1.000061564555583,970.4516055066742
0.011220184543019636,2212.263270387503,1.0000615639571626,970.4516055066728
0.011885022274370183,2221.102517262752,1.000061563930267,970.4516055066732
0.012589254117941675,2188.5616297622764,1.0000615645682278,970.4516055066739
0.01333521432163324,2204.8315034031866,1.0000615631353211,970.4516055066732
0.01412537544622754,2223.4958549467897,1.0000615645443907,970.4516055066739
0.014962356560944336,2208.3247441460785,1.000061564049053,970.4516055066733
0.015848931924611134,2205.1388257474127,1.0000615639766166,970.4516055066744
0.016788040181225608,2201.5820050277275,1.000061564522029,970.4516055066739
0.01778279410038923,2199.5975438116734,1.0000615639030779,970.451605506672
0.018836490894898,2193.3987260684,1.0000615639303905,970.4516055066733
0.0199526231496888,2208.230113907403,1.0000615644875224,970.4516055066734
0.021134890398366465,2161.549979526967,1.0000615644693565,970.4516055066739
0.0223872113856834,2179.397822407005,1.0000615644643742,970.451605506673
0.023713737056616554,2198.7944218456296,1.0000615644449597,970.4516055066733
0.025118864315095794,2193.6489306897724,1.0000615644274067,970.4516055066734
0.0266072505979881,2195.432603211236,1.0000615641880264,970.4516055066737
0.028183829312644536,2209.0525309215946,1.0000615644031312,970.4516055066721
0.029853826189179603,2216.0918963642216,1.0000615643767925,970.4516055066742
0.03162277660168379,2195.280425272952,1.0000615643510469,970.4516055066728
0.03349654391578276,2172.8514798168103,1.00006156433144,970.4516055066734
0.03548133892335755,2209.9989313293845,1.000061564755563,970.4516055066736
0.037583740428844416,2237.895343600234,1.0000615638606034,970.4516055066747
0.039810717055349734,2180.1953820049503,1.0000615638619206,970.4516055066741
0.042169650342858224,2193.774740070096,1.0000615639136268,970.4516055066714
0.04466835921509631,2202.0241303665593,1.00006156404365,970.4516055066726
0.04731512589614805,2196.608982027758,1.0000615638658261,970.4516055066737
0.05011872336272723,2198.5034575203995,1.0000615641910735,970.4516055066723
0.053088444423098846,2220.034204304257,1.0000615641444344,970.4516055066722
0.056234132519034905,2188.969218370942,1.0000615640321064,970.4516055066736
0.059566214352901034,2202.606999714609,1.0000615641411372,970.4516055066737
0.06309573444801933,2222.371528192437,1.0000615640750878,970.451605506673
0.06683439175686146,2180.8393441006706,1.000061564112811,970.4516055066738
0.0707945784384138,2211.234412488898,1.000061563872327,970.4516055066738
